"ID","PM25","Temperatura","Wilgotnosc","Cisnienie"
6074,24.5,4.17,94.75,1020.67
11660,28.14,3.71,70.29,1019.53
7994,26.48,3.84,93.83,1018.88
286,27.3,4.75,94.75,1018.74
2890,21.83,4.42,95.49,1019.97
2564,6.4,3.08,73.89,1019.77
86689,24.23,3.72,94.75,1020.32
38554,17.53,3.33,87.26,1021.13
38557,17.32,2.58,96.05,1019.32
97309,21.66,5.14,90.75,1016.94
42635,24.54,4.45,94.5,1019.94
11693,27.54,4.48,94.75,1018.62
681,23.2,4.9,70.12,1020.22
7008,21.3,4.21,95.38,1018.49
2553,28.46,4.02,94.75,1020.59
371,NA,NA,NA,NA
42636,28.4,3.24,93.66,1019.85
86561,23.19,3.68,94.75,1019.05
37924,NA,NA,NA,NA
