"ID","PM25","Temperatura","Wilgotnosc","Cisnienie"
40916,22.23,6.46,91.38,1003.77
87003,16.92,8,84.98,1003.3
82310,4.03,7.63,88.88,1001.51
37719,15.22,7.11,88.56,1002.4
87191,7.62,7.86,77.94,1002.23
6887,5.64,7.4,79.17,999.56
31100,13.76,6.52,66.68,1001.36
18512,NA,NA,NA,NA
2545,30.6,8.35,88.46,1002.91
2599,33.75,8.46,82.92,1002.84
11990,9.94,6.65,91.38,1002.27
87172,26.23,7.34,86.65,1002.74
32808,29.27,7.28,69.3,1002.48
90144,11.32,6.59,91.38,1003.1
6116,17.01,7.18,68.82,1003.86
7912,11,6.33,91.38,1001.61
37250,28.91,6.95,88.94,1002.13
7384,6.39,7.48,87.42,1002.17
318,21.05,6.86,64.07,1001.6
86688,NA,NA,NA,NA
39463,11.51,6.94,92.19,1003.11
2869,26.81,8.58,88.13,1003.71
11336,44.27,7.81,88.13,1001.28
2655,16.95,7.87,91.31,1004.01
103086,5.1,7.33,80.73,1003.31
98106,22.19,9.06,84.18,1002.41
18766,21.17,6.07,91.38,1003.42
6628,24.76,8.33,87.25,1000.29
2739,32.92,8.36,75.1,1002.86
9106,NA,NA,NA,NA
101088,19.36,9.85,66.62,1003.11
32851,10.61,6.74,88.75,1002.26
5761,10.54,7.78,88.75,1001.35
98156,23.09,9.64,82.35,996
36939,7.42,6.76,89.13,1001.37
35766,10.29,8.29,63.03,1001.41
87286,15.37,7.36,81.51,1001.92
2554,12.58,7.69,87,1003.79
90026,10.19,7.06,85.34,1001.84
6649,30.35,7.38,80.32,1000.05
100095,16.08,9.01,85.36,1003.57
7458,20.26,7.19,68.71,1000.75
6072,28.04,8.39,85.31,1000.96
6891,5.06,7.06,88.75,1000.56
11338,28.01,8.85,87.38,1002.86
2651,NA,NA,NA,NA
8816,21.18,7.78,88.94,1001.79
6456,28.91,7.63,86.19,1003.2
87053,3.62,8.29,73.72,1003.53
2975,21.7,6.99,78.38,1000.87
317,17.13,6.72,88.84,1003.23
7051,NA,NA,NA,NA
31123,8.05,7.97,87.63,1001.8
39611,7.92,8.31,85.31,1001.6
2383,5.73,7.35,62.31,1002.81
43478,8.64,8.9,73.32,1002.94
11350,31.12,7.6,87.25,999.88
8124,3.45,6.84,89.37,1000.93
7460,12.14,6.71,66.7,1001.15
5707,NA,NA,NA,NA
388,30.23,7.27,68.62,1000.22
87134,12.09,6.22,87.76,1003.29
2419,0.21,7.25,74.33,1002.59
87136,10.68,5.84,91.38,1003.04
2581,3.26,7.98,88.75,1002.61
10478,35.19,7.08,93.5,1001.67
8154,30.98,7.18,93.5,1001.26
7687,13.66,8.71,85.31,1000.47
12091,29.83,6.54,88.75,1000.94
11334,23.12,7.78,87.38,1001.57
11335,24.31,8.37,86.19,1000.34
35752,3.83,8.43,85.31,1002.64
90555,71.04,9.04,83.93,1003.38
2454,3.87,7.6,87,1002.79
6093,33.14,7.35,93.5,1001.9
10363,14.65,8.66,85.35,999.48
7580,7.21,8.28,85.31,1001.09
312,NA,NA,NA,NA
96253,23.44,6.56,81.46,1003.62
7983,NA,NA,NA,NA
38550,7.32,5.59,94,1001.45
37713,NA,NA,NA,NA
38551,26.11,5.54,94,1003.12
37248,23.58,6.84,93.19,1000.72
7059,26.66,6.72,89.13,1000.33
11672,NA,NA,NA,NA
31121,2.8,7.77,86.5,1002.41
6074,16.1,8.66,74.45,1003
11660,25.4,7.17,68.64,1001.85
7994,4.55,7.77,90,1001.41
286,19.89,8.96,85.27,1001.38
2890,10.99,7.08,88.94,1002.9
2564,3.17,7.39,62.31,1002.63
86689,26.24,7.77,86.75,1002.96
38554,21.43,6.49,91.38,1004.12
38557,14.55,5.61,92.19,1002.55
97309,77.49,8.59,85,999.86
42635,36.71,8.33,83.88,1002.31
11693,5.18,8.4,85.25,1001.15
681,106.31,8.91,87.34,1002.79
7008,52.89,6.94,89.75,1000.96
2553,5.45,8.76,85.31,1003.43
371,NA,NA,NA,NA
42636,1.72,7.26,90,1002.38
86561,55.87,7.75,87.4,1001.84
37924,NA,NA,NA,NA
